Hexa,Cube,N,E,Name
851120188003D,1.3.0.1.0.2.1.0.2.0.3.0.0.4.2.0.4.2.0.3.0.6.5.5.6.5.5,152,204,
10B400800C0463,0.1.1.0.2.2.0.2.2.0.3.3.0.0.0.0.0.0.0.3.3.4.4.4.5.5.5,292,416,
10058680200C61,0.1.1.0.0.0.0.2.2.0.1.1.0.0.0.0.2.2.3.3.3.4.4.4.0.5.5,424,784,
50138180043D,0.0.0.1.0.2.1.0.2.3.3.3.0.4.2.0.4.2.0.5.5.7.6.6.7.6.6,384,532,
100400806C043D,0.1.1.0.0.0.0.2.2.0.3.3.0.0.0.4.4.4.0.3.3.6.5.5.6.5.5,876,1256,
100400803C3461,0.1.1.0.0.0.0.2.2.5.3.3.0.0.0.0.4.4.5.3.3.6.6.6.0.4.4,1064,1744,
23000838C042D,0.0.1.0.2.1.0.2.1.0.3.3.4.5.6.4.5.6.0.3.3.0.7.7.0.7.7,648,888,
10818086200C2D,0.1.1.0.2.2.0.0.0.0.1.1.4.3.3.4.5.5.6.6.6.0.7.7.0.7.7,536,740,
B6008630002D,2.0.0.0.1.1.0.1.1.2.3.3.5.4.4.5.6.6.2.0.0.0.7.7.0.7.7,666,1112,
3000838C043D,0.0.0.0.1.2.0.1.2.0.3.3.4.5.6.4.5.6.0.3.3.8.7.7.8.7.7,4470,6656,
108400842E042D,0.1.1.0.2.2.0.3.3.0.4.4.7.5.5.0.6.6.0.4.4.7.8.8.0.8.8,3856,5740,
108400842E3421,0.1.1.0.2.2.0.3.3.0.4.4.7.5.5.0.6.6.0.4.4.7.8.8.0.6.6,4472,7600,
21000828C043D,0.0.1.0.0.1.0.0.1.0.2.2.3.0.4.3.0.4.0.2.2.6.5.5.6.5.5,2264,3120,
100D908020042D,0.1.1.0.0.3.2.2.2.0.1.1.0.0.3.0.4.4.0.5.5.0.6.6.0.6.6,2193,3016,
10858080200C2D,0.1.1.0.2.2.0.3.3.0.1.1.0.0.0.0.4.4.5.5.5.0.6.6.0.6.6,2300,3232,
10059680200C21,0.1.1.0.0.3.0.2.2.0.1.1.0.0.3.0.2.2.4.4.4.0.5.5.0.6.6,2408,3920,
10858680200C21,0.1.1.0.2.2.0.3.3.0.1.1.0.0.0.0.3.3.4.4.4.0.5.5.0.6.6,2720,4592,
5000828C043D,0.0.0.1.0.2.1.0.2.0.3.3.4.0.5.4.0.5.0.3.3.7.6.6.7.6.6,5516,8200,
1007908020042D,3.1.1.0.0.4.0.2.2.3.1.1.0.0.4.0.5.5.0.6.6.0.7.7.0.7.7,5152,7624,
1083808020043D,3.1.1.0.2.2.0.0.0.3.1.1.0.0.0.0.4.4.0.5.5.7.6.6.7.6.6,6144,9160,
51DA0280040C,0.3.4.1.0.2.1.0.2.0.3.4.1.0.2.1.0.2.0.5.5.0.6.7.0.6.7,5292,8592,
108400803C3421,0.1.1.0.2.2.0.3.3.6.4.4.0.0.0.0.5.5.6.4.4.0.7.7.0.5.5,6976,11360,
108D80800005A3,0.1.1.0.2.2.3.3.3.0.1.1.0.0.0.0.0.0.0.4.4.0.4.4.5.5.5,45,62,
10858680200C03,0.1.1.0.2.2.0.3.3.0.1.1.0.0.0.0.3.3.4.4.4.0.0.0.5.5.5,132,232,
100C00808C043D,0.1.1.0.0.0.2.2.2.0.3.3.0.0.4.0.0.4.0.3.3.6.5.5.6.5.5,898,1232,
100D808080043D,0.1.1.0.0.0.2.2.2.0.1.1.0.0.3.0.0.3.0.4.4.6.5.5.6.5.5,1846,2512,
108580800007A3,0.1.1.0.2.2.0.3.3.0.1.1.0.0.0.0.0.0.5.4.4.5.4.4.6.6.6,916,1264,
108780800005A3,4.1.1.0.2.2.0.3.3.4.1.1.0.0.0.0.0.0.0.5.5.0.5.5.6.6.6,1822,2504,
100400802C3631,0.1.1.0.0.0.0.2.2.0.3.3.0.0.0.0.4.4.5.3.3.5.6.6.5.4.4,1912,2936,
100C00802C7421,0.1.1.0.0.0.2.2.2.0.3.3.0.0.0.5.4.4.0.3.3.0.6.6.5.4.4,576,1008,
20200843E7401,2.0.1.0.0.1.0.0.0.2.3.3.6.4.4.7.5.5.2.3.3.6.0.0.7.5.5,138,188,
10039A8000042D,2.1.1.0.0.3.4.0.5.2.1.1.0.0.3.4.0.5.0.6.6.0.7.7.0.7.7,2894,4244,
10139E80800401,3.1.1.0.0.2.4.5.2.3.1.1.0.0.2.4.5.2.0.6.6.0.0.0.0.7.7,3418,4984,
100400803C7421,0.1.1.0.0.0.0.2.2.5.3.3.0.0.0.6.4.4.5.3.3.0.7.7.6.4.4,3508,5320,
100408801C442D,0.1.1.0.0.0.3.2.2.5.4.4.0.0.0.3.0.0.5.4.4.0.6.6.3.6.6,160,216,
100F808000043D,3.1.1.0.0.0.2.2.2.3.1.1.0.0.0.0.0.0.0.4.4.6.5.5.6.5.5,372,504,
10078E80200C01,3.1.1.0.0.0.4.2.2.3.1.1.0.0.0.4.2.2.5.5.5.0.0.0.0.6.6,464,688,
52920080043D,3.0.4.1.0.2.1.0.2.3.0.4.0.0.2.0.0.2.0.5.5.7.6.6.7.6.6,776,1104,
52DA02800414,3.0.4.1.0.2.1.0.2.3.0.4.1.0.2.1.0.2.0.5.5.6.0.7.6.0.7,460,656,
1180008C6C0463,0.1.1.2.2.2.0.0.0.0.3.3.4.4.4.5.5.5.0.3.3.6.6.6.7.7.7,118,236,
1184008C6C0461,0.1.1.2.2.2.0.3.3.0.4.4.5.5.5.6.6.6.0.4.4.7.7.7.0.8.8,110,220,
1084008C6C0463,0.1.1.0.2.2.0.3.3.0.4.4.5.5.5.6.6.6.0.4.4.7.7.7.8.8.8,492,924,
10C0008C6C0463,0.1.1.3.2.2.3.0.0.0.4.4.5.5.5.6.6.6.0.4.4.7.7.7.8.8.8,116,164,
118C008C6C0421,0.1.1.2.2.2.3.3.3.0.4.4.5.5.5.6.6.6.0.4.4.0.7.7.0.8.8,218,396,
1185808C200463,0.1.1.2.2.2.0.3.3.0.1.1.4.4.4.0.5.5.0.6.6.7.7.7.8.8.8,248,496,
1185808C200C61,0.1.1.2.2.2.0.3.3.0.1.1.4.4.4.0.5.5.6.6.6.7.7.7.0.8.8,528,1056,
1185808C204C60,0.1.1.2.2.2.0.3.3.0.1.1.4.4.4.6.5.5.7.7.7.8.8.8.6.0.0,176,352,
1084008C7C0461,0.1.1.0.2.2.0.3.3.7.4.4.5.5.5.6.6.6.7.4.4.8.8.8.0.9.9,248,420,
1085808C700461,0.1.1.0.2.2.0.3.3.6.1.1.4.4.4.5.5.5.6.7.7.8.8.8.0.9.9,160,272,
2108018C60085E,1.1.0.2.2.0.3.3.0.4.4.4.5.5.5.6.6.6.7.7.0.8.8.9.8.8.9,304,608,
2118018C60085A,1.1.0.2.2.3.4.4.3.5.5.5.6.6.6.7.7.7.8.8.0.9.9.0.9.9.0,192,384,
1184008C1C0463,0.1.1.2.2.2.0.3.3.6.4.4.5.5.5.0.0.0.6.4.4.7.7.7.8.8.8,134,268,
1004008C7C0463,0.1.1.0.0.0.0.2.2.6.3.3.4.4.4.5.5.5.6.3.3.7.7.7.8.8.8,116,208,
6009118400C63,0.1.2.0.1.2.0.0.0.3.3.2.4.4.2.5.5.0.6.6.6.7.7.7.8.8.8,96,132,
1080188C09C46,0.0.0.1.1.0.2.2.0.3.3.3.4.4.5.6.6.5.7.7.7.8.8.5.9.9.5,772,1060,
21000188C09C46,1.1.0.2.2.0.0.0.0.3.3.3.4.4.5.6.6.5.7.7.7.8.8.5.9.9.5,1040,1416,
21080188C09C0C,1.1.0.2.2.0.3.3.0.4.4.4.5.5.6.7.7.6.8.8.8.0.9.6.0.9.6,146,196,
108400846E0423,0.1.1.0.2.2.0.3.3.0.4.4.7.5.5.6.6.6.0.4.4.7.8.8.9.9.9,1504,2500,
108C00846E0421,0.1.1.0.2.2.3.3.3.0.4.4.7.5.5.6.6.6.0.4.4.7.8.8.0.9.9,1592,2516,
210B1108408843,1.1.0.2.2.4.3.3.0.1.1.0.5.5.4.6.6.0.7.7.0.8.8.4.9.9.9,1532,2472,
210B1108408C42,1.1.0.2.2.4.3.3.0.1.1.0.5.5.4.6.6.0.7.7.7.8.8.4.9.9.0,1332,2200,
1085C084200463,0.1.1.4.2.2.0.3.3.0.1.1.4.5.5.0.6.6.0.7.7.8.8.8.9.9.9,1312,2184,
1085C084200C61,0.1.1.4.2.2.0.3.3.0.1.1.4.5.5.0.6.6.7.7.7.8.8.8.0.9.9,1136,1892,
3FE0008002D,1.2.3.4.5.6.7.8.9.1.2.3.4.5.6.7.8.9.0.2.0.0.10.10.0.10.10,1392,1960,
108400847E0421,0.1.1.0.2.2.0.3.3.7.4.4.8.5.5.6.6.6.7.4.4.8.9.9.0.10.10,1890,2920,
70018380043D,0.0.0.1.2.3.1.2.3.4.4.4.5.6.7.5.6.7.0.8.8.10.9.9.10.9.9,1780,2916,
1084018620043D,0.1.1.0.2.2.0.3.3.4.4.4.6.5.5.6.7.7.0.8.8.10.9.9.10.9.9,1654,2764,
10058086200C63,0.1.1.0.0.0.0.2.2.0.1.1.4.3.3.4.5.5.6.6.6.7.7.7.8.8.8,64,88,
500182800C3D,0.0.0.1.0.2.1.0.2.3.3.3.4.0.5.4.0.5.6.6.6.8.7.7.8.7.7,596,966,
210B9100000863,1.1.4.2.2.5.3.3.0.1.1.4.0.0.5.0.0.0.6.6.0.7.7.7.8.8.8,1298,2054,
100F9080600421,3.1.1.0.0.4.2.2.2.3.1.1.0.0.4.5.5.5.0.6.6.0.7.7.0.8.8,2298,3376,
108400807C0423,0.1.1.0.2.2.0.3.3.6.4.4.0.0.0.5.5.5.6.4.4.0.7.7.8.8.8,1844,2756,
700182000C3D,0.0.0.1.2.3.1.2.3.4.4.4.5.0.0.5.0.0.6.6.6.8.7.7.8.7.7,722,1188,
271001080043D,0.4.1.2.3.1.2.3.1.0.4.5.0.0.5.0.0.5.0.6.6.8.7.7.8.7.7,407,636,
1003BE80100062,2.1.1.0.3.4.5.6.7.2.1.1.0.3.4.5.6.7.2.0.0.8.8.8.9.9.0,306,496,
10840180200C3D,0.1.1.0.2.2.0.3.3.4.4.4.0.0.0.0.5.5.6.6.6.8.7.7.8.7.7,1556,2776,
1003DA80000461,2.1.1.3.0.4.5.0.6.2.1.1.3.0.4.5.0.6.0.7.7.8.8.8.0.9.9,187,296,
20180180C0085E,1.1.0.0.0.2.3.3.2.4.4.4.0.0.5.6.6.5.7.7.0.8.8.9.8.8.9,178,282,
20180180C008DA,1.1.0.0.0.2.3.3.2.4.4.4.0.0.5.6.6.5.7.7.8.9.9.8.9.9.0,140,218,
200B91006008C2,1.1.3.0.0.4.2.2.0.1.1.3.0.0.4.5.5.5.6.6.7.8.8.7.9.9.0,160,224,
470800280043D,0.1.4.2.1.3.2.1.3.0.0.4.5.0.6.5.0.6.0.7.7.9.8.8.9.8.8,816,1156,
10039E80000461,2.1.1.0.0.3.4.5.6.2.1.1.0.0.3.4.5.6.0.7.7.8.8.8.0.9.9,176,280,
10039E80000861,2.1.1.0.0.3.4.5.6.2.1.1.0.0.3.4.5.6.7.7.0.8.8.8.0.9.9,100,162,
1003DE80008401,2.1.1.3.0.4.5.6.7.2.1.1.3.0.4.5.6.7.0.8.8.0.0.4.0.9.9,1560,2436,
100C00807C0423,0.1.1.0.0.0.2.2.2.5.3.3.0.0.0.4.4.4.5.3.3.0.6.6.7.7.7,116,232,
210B8300000863,1.1.4.2.2.0.3.3.5.1.1.4.0.0.0.0.0.5.6.6.0.7.7.7.8.8.8,452,812,
200B8300400863,1.1.3.0.0.0.2.2.4.1.1.3.0.0.0.5.5.4.6.6.0.7.7.7.8.8.8,360,592,
200F8100600883,1.1.3.0.0.0.2.2.2.1.1.3.0.0.0.4.4.4.5.5.6.0.0.6.7.7.7,16,22,
8082061E7030,0.0.2.0.1.1.0.0.3.6.7.2.5.4.4.5.8.3.6.7.2.5.9.9.5.8.3,216,296,
3FE0010002D,1.2.3.4.5.6.7.8.9.1.2.3.4.5.6.7.8.9.1.0.0.0.10.10.0.10.10,14772,20016,
700083800C3D,0.0.0.1.2.3.1.2.3.0.4.4.5.6.7.5.6.7.8.8.8.10.9.9.10.9.9,15904,24016,
3F6000007A1,1.2.3.4.5.6.0.7.8.1.2.3.4.5.6.0.7.8.10.9.9.10.9.9.0.11.11,7720,11184,
1003FE80000421,2.1.1.3.4.5.6.7.8.2.1.1.3.4.5.6.7.8.0.9.9.0.10.10.0.11.11,7798,11744,
1003DA80000423,2.1.1.3.0.4.5.0.6.2.1.1.3.0.4.5.0.6.0.7.7.0.8.8.9.9.9,7586,10804,
10039E80000423,2.1.1.0.0.3.4.5.6.2.1.1.0.0.3.4.5.6.0.7.7.0.8.8.9.9.9,5958,8484,
1003DE80000403,2.1.1.3.0.4.5.6.7.2.1.1.3.0.4.5.6.7.0.8.8.0.0.0.9.9.9,7920,11400,
20180100C4085E,1.1.0.0.0.2.3.3.2.4.4.7.0.0.5.6.6.5.8.8.7.9.9.10.9.9.10,932,1340,
20188100C0085E,1.1.4.0.0.2.3.3.2.5.5.4.0.0.6.7.7.6.8.8.0.9.9.10.9.9.10,948,1360,
13DA0080041C,2.3.4.5.0.1.6.0.1.2.3.4.5.0.1.6.0.1.0.7.7.8.9.10.8.9.10,905,1296,
29E0010043D,1.0.2.0.0.3.4.5.6.1.0.2.0.0.3.4.5.6.1.7.7.9.8.8.9.8.8,146,196,
1042028210043D,3.1.1.2.0.0.2.0.4.3.5.5.6.0.0.6.0.4.3.7.7.9.8.8.9.8.8,140,188,
1084018C600C63,0.1.1.0.2.2.0.3.3.4.4.4.5.5.5.6.6.6.7.7.7.8.8.8.9.9.9,190,428,
2188038C401862,1.1.0.2.2.2.3.3.4.5.5.5.6.6.6.7.7.4.8.8.0.9.9.9.10.10.4,88,176,
10840184620C23,0.1.1.0.2.2.0.3.3.4.4.4.7.5.5.6.6.6.8.8.8.7.9.9.10.10.10,306,588,
2118018C600C46,1.1.0.2.2.3.4.4.3.5.5.5.6.6.6.7.7.7.8.8.8.9.9.10.11.11.10,116,232,
1070000C7C0063,0.1.1.2.3.4.2.3.4.7.8.9.5.5.5.6.6.6.7.8.9.10.10.10.11.11.11,74,104,
300C0180600C23,1.1.1.0.0.0.2.2.2.3.3.3.0.0.0.4.4.4.5.5.5.0.6.6.7.7.7,16,36,
3FE00000C1C,1.2.3.4.5.6.7.8.9.1.2.3.4.5.6.7.8.9.10.10.10.11.12.13.11.12.13,156,212,
13EC0090041C,2.3.4.5.6.1.7.8.1.2.3.4.5.6.9.7.8.9.2.10.10.11.12.13.11.12.13,48,64,
B46D85A0,0.0.0.0.0.0.0.0.0.0.1.1.0.1.1.2.2.2.0.1.1.0.1.1.0.0.0,2,4,
8000B42D85A0,0.0.0.0.1.1.0.0.0.0.2.2.0.2.2.0.3.3.0.2.2.0.2.2.0.0.0,15,32,
B42D85A1,0.0.0.0.0.0.0.0.0.0.1.1.0.1.1.0.2.2.0.1.1.0.1.1.0.3.3,62,132,
C00B40D85A0,0.0.0.0.0.0.1.1.1.0.2.2.0.2.2.0.0.0.0.2.2.0.2.2.0.0.0,9,18,
100000B40D85A1,0.1.1.0.0.0.0.0.0.0.2.2.0.2.2.0.0.0.0.2.2.0.2.2.0.3.3,129,270,
42124210005AD,0.1.0.0.1.0.0.1.0.0.1.0.0.1.0.0.1.0.0.2.2.0.2.2.0.2.2,4,6,
8001FC6005A0,0.0.0.0.1.1.0.0.0.2.2.2.2.2.2.3.3.3.0.4.4.0.4.4.0.0.0,22,44,
80008C6F8460,0.0.0.0.1.1.0.0.0.0.2.2.3.3.3.4.4.4.0.2.2.3.3.3.0.0.0,24,48,
180718C20002D,0.0.0.1.1.1.0.0.0.2.2.2.1.1.1.0.3.3.0.0.0.0.4.4.0.4.4,20,32,
18000B5A0042D,0.0.0.1.1.1.0.0.0.0.2.2.0.2.2.0.2.2.0.3.3.0.4.4.0.4.4,40,83,
F7A0042D,0.0.0.0.0.0.0.0.0.2.1.1.2.1.1.2.1.1.0.3.3.0.4.4.0.4.4,33,66,
1FC203461,0.0.0.0.0.0.0.0.0.1.1.1.1.1.1.0.2.2.0.3.3.4.4.4.0.2.2,31,49,
8000B7A0042D,0.0.0.0.1.1.0.0.0.0.2.2.3.2.2.3.2.2.0.4.4.0.5.5.0.5.5,280,544,
180708C20042D,0.0.0.1.1.1.0.0.0.0.2.2.1.1.1.0.3.3.0.4.4.0.5.5.0.5.5,250,400,
8000B5A00C2D,0.0.0.0.1.1.0.0.0.0.2.2.0.2.2.0.2.2.3.3.3.0.4.4.0.4.4,92,188,
1FC2005A3,0.0.0.0.0.0.0.0.0.1.1.1.1.1.1.0.2.2.0.3.3.0.3.3.4.4.4,80,148,
1FC203C21,0.0.0.0.0.0.0.0.0.1.1.1.1.1.1.0.2.2.3.3.3.0.4.4.0.2.2,72,104,
8400B5A0042D,0.0.0.0.1.1.0.2.2.0.3.3.0.3.3.0.3.3.0.4.4.0.5.5.0.5.5,254,494,
108000B5A0042D,0.1.1.0.2.2.0.0.0.0.3.3.0.3.3.0.3.3.0.4.4.0.5.5.0.5.5,428,846,
400B7A0042D,0.0.0.0.0.0.0.1.1.0.2.2.3.2.2.3.2.2.0.4.4.0.5.5.0.5.5,234,436,
100000B7A0042D,0.1.1.0.0.0.0.0.0.0.2.2.3.2.2.3.2.2.0.4.4.0.5.5.0.5.5,394,746,
1000008FEC0421,0.1.1.0.0.0.0.0.0.0.2.2.3.3.3.3.3.3.0.2.2.0.4.4.0.5.5,212,326,
1001808FE00421,0.1.1.0.0.0.0.0.0.0.1.1.2.2.2.2.2.2.0.3.3.0.4.4.0.5.5,362,574,
108030840D8423,0.1.1.0.2.2.0.0.0.0.3.3.0.2.2.0.0.0.0.3.3.0.2.2.4.4.4,138,265,
401FC203C01,0.0.0.0.0.0.0.1.1.2.2.2.2.2.2.0.3.3.4.4.4.0.0.0.0.3.3,112,158,
108030840DC421,0.1.1.0.2.2.0.0.0.0.3.3.0.2.2.4.0.0.0.3.3.0.2.2.4.5.5,145,262,
108430840D8421,0.1.1.0.2.2.0.3.3.0.4.4.0.2.2.0.0.0.0.4.4.0.2.2.0.5.5,319,594,
20401FC203401,0.0.1.0.0.1.0.2.2.3.3.3.3.3.3.0.4.4.0.5.5.0.0.0.0.4.4,124,182,
100401FC203401,0.1.1.0.0.0.0.2.2.3.3.3.3.3.3.0.4.4.0.5.5.0.0.0.0.4.4,280,432,
180018C03AC60,0.0.0.1.1.1.0.0.0.2.2.2.3.3.3.0.4.0.5.5.5.3.3.3.0.4.0,51,102,
20018C638C60,0.0.0.0.1.0.0.1.0.2.2.2.3.3.3.4.4.4.5.5.5.3.3.3.0.0.0,50,96,
18000F7A00421,0.0.0.1.1.1.0.0.0.3.2.2.3.2.2.3.2.2.0.4.4.0.5.5.0.6.6,187,374,
1180018FE00021,0.1.1.2.2.2.0.0.0.3.3.3.4.4.4.4.4.4.0.0.0.0.5.5.0.6.6,102,204,
18401FC200061,0.0.0.1.1.1.0.2.2.3.3.3.3.3.3.0.4.4.0.0.0.5.5.5.0.6.6,182,340,
18401FC200460,0.0.0.1.1.1.0.2.2.3.3.3.3.3.3.0.4.4.0.5.5.6.6.6.0.0.0,96,176,
803184618C21,0.0.0.0.1.1.0.0.0.2.2.2.0.1.1.3.3.3.4.4.4.0.1.1.0.5.5,68,134,
1FC600C61,0.0.0.0.0.0.0.0.0.1.1.1.1.1.1.2.2.2.3.3.3.4.4.4.0.5.5,67,134,
10803184618421,0.1.1.0.2.2.0.0.0.3.3.3.0.2.2.4.4.4.0.5.5.0.2.2.0.6.6,110,200,
10803184618821,0.1.1.0.2.2.0.0.0.3.3.3.0.2.2.4.4.4.5.5.0.0.2.2.0.6.6,44,76,
100001FC600461,0.1.1.0.0.0.0.0.0.2.2.2.2.2.2.3.3.3.0.4.4.5.5.5.0.6.6,115,230,
100001FC600861,0.1.1.0.0.0.0.0.0.2.2.2.2.2.2.3.3.3.4.4.0.5.5.5.0.6.6,50,100,
8001FC600C21,0.0.0.0.1.1.0.0.0.2.2.2.2.2.2.3.3.3.4.4.4.0.5.5.0.6.6,522,1044,
84018C238C60,0.0.0.0.1.1.0.2.2.3.3.3.4.4.4.0.5.5.6.6.6.4.4.4.0.0.0,504,932,
108000F7A00031,0.1.1.0.2.2.0.0.0.4.3.3.4.3.3.4.3.3.0.0.0.6.5.5.6.7.7,360,720,
108000F7A00421,0.1.1.0.2.2.0.0.0.4.3.3.4.3.3.4.3.3.0.5.5.0.6.6.0.7.7,912,1824,
1080018C23C061,0.1.1.0.2.2.0.0.0.3.3.3.4.4.4.6.5.5.0.0.0.4.4.4.6.7.7,340,608,
1084018C238061,0.1.1.0.2.2.0.3.3.4.4.4.5.5.5.0.6.6.0.0.0.5.5.5.0.7.7,858,1556,
8000B5A00C63,0.0.0.0.1.1.0.0.0.0.2.2.0.2.2.0.2.2.3.3.3.4.4.4.5.5.5,77,156,
F7A00C23,0.0.0.0.0.0.0.0.0.2.1.1.2.1.1.2.1.1.3.3.3.0.4.4.5.5.5,75,150,
40B5A00C63,0.0.0.1.0.0.0.0.0.0.2.2.1.2.2.0.2.2.3.3.3.4.4.4.5.5.5,70,132,
18000B5A00631,0.0.0.1.1.1.0.0.0.0.2.2.0.2.2.0.2.2.4.3.3.4.5.5.4.6.6,608,1121,
108000B5A00C61,0.1.1.0.2.2.0.0.0.0.3.3.0.3.3.0.3.3.4.4.4.5.5.5.0.6.6,349,635,
F7A00631,0.0.0.0.0.0.0.0.0.2.1.1.2.1.1.2.1.1.4.3.3.4.5.5.4.6.6,625,1250,
1000F7A0009C,0.0.0.0.0.1.0.0.1.3.2.2.3.2.2.3.2.2.0.0.4.5.6.4.5.6.4,368,736,
21040B5A00461,0.0.1.2.0.1.0.0.1.0.3.3.2.3.3.0.3.3.0.4.4.5.5.5.0.6.6,591,1067,
100001FC200C61,0.1.1.0.0.0.0.0.0.2.2.2.2.2.2.0.3.3.4.4.4.5.5.5.0.6.6,341,611,
1080318421C821,0.1.1.0.2.2.0.0.0.3.3.3.0.2.2.5.4.4.6.6.0.0.2.2.5.7.7,92,148,
10843184218421,0.1.1.0.2.2.0.3.3.4.4.4.0.2.2.0.5.5.0.6.6.0.2.2.0.7.7,464,802,
1084318421C021,0.1.1.0.2.2.0.3.3.4.4.4.0.2.2.6.5.5.0.0.0.0.2.2.6.7.7,361,612,
100400F7A00421,0.1.1.0.0.0.0.2.2.4.3.3.4.3.3.4.3.3.0.5.5.0.6.6.0.7.7,515,1030,
101000F7A00031,0.1.1.0.0.2.0.0.2.4.3.3.4.3.3.4.3.3.0.0.0.6.5.5.6.7.7,106,212,
101000F7A00421,0.1.1.0.0.2.0.0.2.4.3.3.4.3.3.4.3.3.0.5.5.0.6.6.0.7.7,402,804,
20401FC200461,0.0.1.0.0.1.0.2.2.3.3.3.3.3.3.0.4.4.0.5.5.6.6.6.0.7.7,368,642,
100440B5A00461,0.1.1.3.0.0.0.2.2.0.4.4.3.4.4.0.4.4.0.5.5.6.6.6.0.7.7,468,826,
180001FC200861,2.1.1.2.0.0.0.0.0.3.3.3.3.3.3.0.4.4.5.5.0.6.6.6.0.7.7,100,176,
100400B5A00C61,0.1.1.0.0.0.0.2.2.0.3.3.0.3.3.0.3.3.4.4.4.5.5.5.0.6.6,351,606,
101000B5A00C61,0.1.1.0.0.2.0.0.2.0.3.3.0.3.3.0.3.3.4.4.4.5.5.5.0.6.6,143,238,
100401FC600C01,0.1.1.0.0.0.0.2.2.3.3.3.3.3.3.4.4.4.5.5.5.0.0.0.0.6.6,388,776,
180001FC600C01,2.1.1.2.0.0.0.0.0.3.3.3.3.3.3.4.4.4.5.5.5.0.0.0.0.6.6,168,336,
24400B5A00461,0.0.1.2.0.1.2.3.3.0.4.4.0.4.4.0.4.4.0.5.5.6.6.6.0.7.7,112,176,
104400B5A00461,0.1.1.2.0.0.2.3.3.0.4.4.0.4.4.0.4.4.0.5.5.6.6.6.0.7.7,165,266,
100400F7A00411,0.1.1.0.0.0.0.2.2.4.3.3.4.3.3.4.3.3.0.5.5.6.0.0.6.7.7,198,396,
101000F7A00411,0.1.1.0.0.2.0.0.2.4.3.3.4.3.3.4.3.3.0.5.5.6.0.0.6.7.7,134,268,
80008C238C63,0.0.0.0.1.1.0.0.0.0.2.2.3.3.3.0.4.4.5.5.5.3.3.3.6.6.6,448,864,
6200B7B00018,3.0.0.1.2.0.1.2.0.3.4.4.5.4.4.5.4.4.3.0.0.6.7.0.6.7.0,4232,7680,
27000B7A0000C,0.0.1.2.3.1.2.3.1.0.4.4.5.4.4.5.4.4.0.0.0.0.6.7.0.6.7,2172,3976,
1082308423C021,3.1.1.0.2.2.0.0.0.3.4.4.6.2.2.7.5.5.0.0.0.6.2.2.7.8.8,856,1456,
10843084238421,0.1.1.0.2.2.0.3.3.0.4.4.6.2.2.0.5.5.0.7.7.6.2.2.0.8.8,3764,6644,Split Road Clock
1084308423C021,0.1.1.0.2.2.0.3.3.0.4.4.6.2.2.7.5.5.0.0.0.6.2.2.7.8.8,2888,5036,
108000B5A00C31,0.1.1.0.2.2.0.0.0.0.3.3.0.3.3.0.3.3.4.4.4.6.5.5.6.7.7,610,1028,
108400B5A00C21,0.1.1.0.2.2.0.3.3.0.4.4.0.4.4.0.4.4.5.5.5.0.6.6.0.7.7,2330,4052,
1080008C03CC61,0.1.1.0.2.2.0.0.0.0.3.3.4.4.4.5.0.0.6.6.6.4.4.4.5.7.7,654,1192,
1084008C038463,0.1.1.0.2.2.0.3.3.0.4.4.5.5.5.0.0.0.0.6.6.5.5.5.7.7.7,2360,4204,
1082308421C421,3.1.1.0.2.2.0.0.0.3.4.4.0.2.2.6.5.5.0.7.7.0.2.2.6.8.8,904,1440,
1082308421C821,3.1.1.0.2.2.0.0.0.3.4.4.0.2.2.6.5.5.7.7.0.0.2.2.6.8.8,156,236,
10863084218421,4.1.1.0.2.2.0.3.3.4.5.5.0.2.2.0.6.6.0.7.7.0.2.2.0.8.8,1388,2260,Split Road Stripe
84000C13F460,0.0.0.0.1.1.0.2.2.4.0.0.3.3.3.5.6.7.4.8.8.3.3.3.5.6.7,934,1560,
84000C17F060,0.0.0.0.1.1.0.2.2.4.0.5.3.3.3.6.7.8.4.0.5.3.3.3.6.7.8,1430,2424,
84008C139462,0.0.0.0.1.1.0.2.2.5.3.3.4.4.4.0.0.6.5.7.7.4.4.4.8.8.6,168,276,
108400B5A00C03,0.1.1.0.2.2.0.3.3.0.4.4.0.4.4.0.4.4.5.5.5.0.0.0.6.6.6,205,394,
1084000C038C63,0.1.1.0.2.2.0.3.3.0.0.0.4.4.4.0.0.0.5.5.5.4.4.4.6.6.6,210,412,
100400B5A00631,0.1.1.0.0.0.0.2.2.0.3.3.0.3.3.0.3.3.5.4.4.5.6.6.5.7.7,366,656,
5200B7B00014,3.0.0.1.0.2.1.0.2.3.4.4.5.4.4.5.4.4.3.0.0.6.0.7.6.0.7,380,720,
24400B5A00621,0.0.1.2.0.1.2.3.3.0.4.4.0.4.4.0.4.4.6.5.5.6.7.7.0.8.8,186,276,
100400B5B04421,0.1.1.0.0.0.0.2.2.4.3.3.0.3.3.5.3.3.4.6.6.0.7.7.5.8.8,428,656,
104400B5A00621,0.1.1.2.0.0.2.3.3.0.4.4.0.4.4.0.4.4.6.5.5.6.7.7.0.8.8,356,536,
104400B7A00411,0.1.1.2.0.0.2.3.3.0.4.4.5.4.4.5.4.4.0.6.6.7.0.0.7.8.8,454,736,
104400B7A00601,0.1.1.2.0.0.2.3.3.0.4.4.5.4.4.5.4.4.7.6.6.7.0.0.0.8.8,372,592,
